1/3/1999|SUSQUEHANNA 2|100|
1/3/1999|THREE MILE ISLAND 1|100|
1/3/1999|VERMONT YANKEE 1|100|
1/3/1999|BROWNS FERRY 1|0|DEFUELED
1/3/1999|BROWNS FERRY 2|100|
1/3/1999|BROWNS FERRY 3|100|
1/3/1999|BRUNSWICK 1|100|
1/3/1999|BRUNSWICK 2|100|
1/3/1999|CATAWBA 1|100|
1/3/1999|CATAWBA 2|100|
1/3/1999|CRYSTAL RIVER 3|100|
1/3/1999|FARLEY 1|98|INCREASING POWER TO 100%
1/3/1999|FARLEY 2|100|
1/3/1999|HARRIS 1|100|
1/3/1999|HATCH 1|100|
1/3/1999|HATCH 2|98|Power is limited by turbine since reactor power uprate.
1/3/1999|MCGUIRE 1|100|
1/3/1999|MCGUIRE 2|100|
1/3/1999|NORTH ANNA 1|100|
1/3/1999|NORTH ANNA 2|100|
1/3/1999|OCONEE 1|100|
1/3/1999|OCONEE 2|100|
1/3/1999|OCONEE 3|100|
1/3/1999|ROBINSON 2|100|
1/3/1999|SAINT LUCIE 1|100|
1/3/1999|SAINT LUCIE 2|100|
1/3/1999|SEQUOYAH 1|100|
1/3/1999|SEQUOYAH 2|100|
1/3/1999|SUMMER 1|100|
1/3/1999|SURRY 1|100|
1/3/1999|SURRY 2|100|
1/3/1999|TURKEY POINT 3|100|
1/3/1999|TURKEY POINT 4|100|
1/3/1999|VOGTLE 1|100|
1/3/1999|VOGTLE 2|100|
1/3/1999|WATTS BAR 1|84|INCREASING POWER TO APPROXIMATELY 90% WITH ONE CONDENSER WATERBOX OUT OF SER
1/3/1999|BRAIDWOOD 1|100|
1/3/1999|BRAIDWOOD 2|100|
1/3/1999|BYRON 1|100|
1/3/1999|BYRON 2|100|
1/3/1999|CLINTON 1|0|REFUELING OUTAGE
1/3/1999|COOK 1|0|MAINTENANCE OUTAGE
1/3/1999|COOK 2|0|REFUELING OUTAGE
1/3/1999|DAVIS BESSE 1|100|
1/3/1999|DRESDEN 2|99|
1/3/1999|DRESDEN 3|99|
1/3/1999|DUANE ARNOLD 1|100|
1/3/1999|FERMI 2|96|ADMINISTRATIVE POWER LIMIT
1/3/1999|KEWAUNEE 1|95|POWER LIMITED DUE TO STEAM GENERATOR TUBE PLUGGING
1/3/1999|LASALLE 1|100|
1/3/1999|LASALLE 2|0|REFUELING OUTAGE - DEFUELED
1/3/1999|MONTICELLO 1|100|
1/3/1999|PALISADES 1|0|RCS FILL AND VENT IN PROGRESS
1/3/1999|PERRY 1|89|REDUCED POWER FOR WEEKLY SURVEILLANCE - WILL INCREASE POWER TO 99% IN APPROX
1/3/1999|POINT BEACH 1|100|
1/3/1999|POINT BEACH 2|0|REFUELING OUTAGE - DEFUELED
1/3/1999|PRAIRIE ISLAND 1|100|
1/3/1999|PRAIRIE ISLAND 2|25|INCREASING POWER TO 100%
1/3/1999|QUAD CITIES 1|100|
1/3/1999|QUAD CITIES 2|100|
1/3/1999|ARKANSAS NUCLEAR 1|0|Manual Reactor Trip. See event 35199. Design team reviewing intake structu
1/3/1999|ARKANSAS NUCLEAR 2|80|COASTDOWN TO REFUELING OUTAGE
1/3/1999|CALLAWAY 1|100|
1/3/1999|COMANCHE PEAK 1|100|
1/3/1999|COMANCHE PEAK 2|100|
1/3/1999|COOPER 1|100|
1/3/1999|DIABLO CANYON 1|100|
1/3/1999|DIABLO CANYON 2|100|
1/3/1999|FT CALHOUN 1|100|
1/3/1999|GRAND GULF 1|100|
1/3/1999|PALO VERDE 1|100|
1/3/1999|PALO VERDE 2|100|
1/3/1999|PALO VERDE 3|100|
1/3/1999|RIVER BEND 1|96|
1/3/1999|SAN ONOFRE 2|0|REFUELING OUTAGE - COOLDOWN IN PROGRESS
1/3/1999|SAN ONOFRE 3|100|
1/3/1999|SOUTH TEXAS 1|100|
1/3/1999|SOUTH TEXAS 2|100|
1/3/1999|WASHINGTON NUCLEAR 2|65|Economic dispatch.
1/3/1999|WATERFORD 3|100|
1/3/1999|WOLF CREEK 1|100|
1/4/1999|BEAVER VALLEY 1|100|
1/4/1999|BEAVER VALLEY 2|100|
1/4/1999|CALVERT CLIFFS 1|100|
1/4/1999|CALVERT CLIFFS 2|100|
1/4/1999|FITZPATRICK 1|90|Holding power level
1/4/1999|GINNA 1|100|
1/4/1999|HOPE CREEK 1|100|
1/4/1999|INDIAN POINT 2|99|
1/4/1999|INDIAN POINT 3|100|
1/4/1999|LIMERICK 1|100|
1/4/1999|LIMERICK 2|100|
1/4/1999|MILLSTONE 2|0|REFUELING OUTAGE - LOADING FUEL
1/4/1999|MILLSTONE 3|100|
1/4/1999|NINE MILE POINT 1|100|
1/4/1999|NINE MILE POINT 2|100|
1/4/1999|OYSTER CREEK 1|100|
1/4/1999|PEACH BOTTOM 2|100|
1/4/1999|PEACH BOTTOM 3|100|
1/4/1999|PILGRIM 1|100|
1/4/1999|SALEM 1|100|
1/4/1999|SALEM 2|100|
1/4/1999|SEABROOK 1|100|
1/4/1999|SUSQUEHANNA 1|100|
1/4/1999|SUSQUEHANNA 2|100|
1/4/1999|THREE MILE ISLAND 1|100|
1/4/1999|VERMONT YANKEE 1|100|
1/4/1999|BROWNS FERRY 1|0|DEFUELED
1/4/1999|BROWNS FERRY 2|100|
1/4/1999|BROWNS FERRY 3|100|
1/4/1999|BRUNSWICK 1|100|
1/4/1999|BRUNSWICK 2|100|
1/4/1999|CATAWBA 1|100|
1/4/1999|CATAWBA 2|100|
1/4/1999|CRYSTAL RIVER 3|100|
1/4/1999|FARLEY 1|100|
1/4/1999|FARLEY 2|100|
1/4/1999|HARRIS 1|100|
1/4/1999|HATCH 1|100|
1/4/1999|HATCH 2|98|Power is limited by turbine since reactor power uprate.
1/4/1999|MCGUIRE 1|100|
1/4/1999|MCGUIRE 2|100|
1/4/1999|NORTH ANNA 1|100|
1/4/1999|NORTH ANNA 2|100|
1/4/1999|OCONEE 1|100|
1/4/1999|OCONEE 2|100|
1/4/1999|OCONEE 3|100|
1/4/1999|ROBINSON 2|100|
1/4/1999|SAINT LUCIE 1|100|
1/4/1999|SAINT LUCIE 2|100|
1/4/1999|SEQUOYAH 1|100|
1/4/1999|SEQUOYAH 2|100|
1/4/1999|SUMMER 1|87|REDUCED POWER TO REPLACE FAILED STEAM PRESSURE TRANSMITTER WHICH CAUSED MSRs
1/4/1999|SURRY 1|100|
1/4/1999|SURRY 2|100|
1/4/1999|TURKEY POINT 3|100|
1/4/1999|TURKEY POINT 4|100|
1/4/1999|VOGTLE 1|100|
1/4/1999|VOGTLE 2|100|
1/4/1999|WATTS BAR 1|100|
1/4/1999|BRAIDWOOD 1|100|
1/4/1999|BRAIDWOOD 2|100|
1/4/1999|BYRON 1|100|
1/4/1999|BYRON 2|100|
1/4/1999|CLINTON 1|0|REFUELING OUTAGE
1/4/1999|COOK 1|0|MAINTENANCE OUTAGE
1/4/1999|COOK 2|0|REFUELING OUTAGE
1/4/1999|DAVIS BESSE 1|100|
1/4/1999|DRESDEN 2|99|
1/4/1999|DRESDEN 3|99|
1/4/1999|DUANE ARNOLD 1|100|
1/4/1999|FERMI 2|96|ADMINISTRATIVE POWER LIMIT
1/4/1999|KEWAUNEE 1|95|POWER LIMITED DUE TO STEAM GENERATOR TUBE PLUGGING
1/4/1999|LASALLE 1|100|
1/4/1999|LASALLE 2|0|REFUELING OUTAGE - DEFUELED
1/4/1999|MONTICELLO 1|100|
1/4/1999|PALISADES 1|0|HEATUP IN PROGRESS - EXPECT TO ENTER MODE 4 WITHIN 24 HOURS
1/4/1999|PERRY 1|99|
1/4/1999|POINT BEACH 1|100|
1/4/1999|POINT BEACH 2|0|REFUELING OUTAGE - DEFUELED
1/4/1999|PRAIRIE ISLAND 1|100|
1/4/1999|PRAIRIE ISLAND 2|49|INCREASING POWER TO 100%
1/4/1999|QUAD CITIES 1|98|
1/4/1999|QUAD CITIES 2|100|
1/4/1999|ARKANSAS NUCLEAR 1|0|Manual Reactor Trip. See event 35199. Design team reviewing intake structu
1/4/1999|ARKANSAS NUCLEAR 2|79|COASTDOWN TO REFUELING OUTAGE
1/4/1999|CALLAWAY 1|100|
1/4/1999|COMANCHE PEAK 1|100|
1/4/1999|COMANCHE PEAK 2|0|MANUAL RX TRIP FOLLOWING EHC MALFUNCTION - SEE EVENT #35213
1/4/1999|COOPER 1|100|
1/4/1999|DIABLO CANYON 1|100|
1/4/1999|DIABLO CANYON 2|100|
1/4/1999|FT CALHOUN 1|100|
1/4/1999|GRAND GULF 1|100|
1/4/1999|PALO VERDE 1|100|
1/4/1999|PALO VERDE 2|100|
1/4/1999|PALO VERDE 3|100|
1/4/1999|RIVER BEND 1|96|
1/4/1999|SAN ONOFRE 2|0|REFUELING OUTAGE
1/4/1999|SAN ONOFRE 3|100|
1/4/1999|SOUTH TEXAS 1|100|
1/4/1999|SOUTH TEXAS 2|100|
1/4/1999|WASHINGTON NUCLEAR 2|76|INCREASING POWER TO 100%
1/4/1999|WATERFORD 3|100|
1/4/1999|WOLF CREEK 1|100|
1/5/1999|BEAVER VALLEY 1|100|
1/5/1999|BEAVER VALLEY 2|100|
1/5/1999|CALVERT CLIFFS 1|100|
1/5/1999|CALVERT CLIFFS 2|100|
1/5/1999|FITZPATRICK 1|95|Holding power level
1/5/1999|GINNA 1|100|
1/5/1999|HOPE CREEK 1|100|
1/5/1999|INDIAN POINT 2|99|
1/5/1999|INDIAN POINT 3|100|
1/5/1999|LIMERICK 1|100|
1/5/1999|LIMERICK 2|100|
1/5/1999|MILLSTONE 2|0|REFUELING OUTAGE - LOADING FUEL
1/5/1999|MILLSTONE 3|100|
1/5/1999|NINE MILE POINT 1|100|
1/5/1999|NINE MILE POINT 2|100|
1/5/1999|OYSTER CREEK 1|100|
1/5/1999|PEACH BOTTOM 2|100|
1/5/1999|PEACH BOTTOM 3|100|
1/5/1999|PILGRIM 1|100|
1/5/1999|SALEM 1|100|
1/5/1999|SALEM 2|100|
1/5/1999|SEABROOK 1|100|
1/5/1999|SUSQUEHANNA 1|100|
1/5/1999|SUSQUEHANNA 2|100|
1/5/1999|THREE MILE ISLAND 1|100|
1/5/1999|VERMONT YANKEE 1|66|REDUCED POWER FOR CONTROL ROD PATTERN EXCHANGE - WILL ENTER SINGLE LOOP OPER
1/5/1999|BROWNS FERRY 1|0|DEFUELED
1/5/1999|BROWNS FERRY 2|100|
1/5/1999|BROWNS FERRY 3|100|
1/5/1999|BRUNSWICK 1|100|
1/5/1999|BRUNSWICK 2|100|
1/5/1999|CATAWBA 1|100|
1/5/1999|CATAWBA 2|100|
1/5/1999|CRYSTAL RIVER 3|100|
1/5/1999|FARLEY 1|100|
1/5/1999|FARLEY 2|100|
1/5/1999|HARRIS 1|100|
1/5/1999|HATCH 1|100|
1/5/1999|HATCH 2|98|Power is limited by turbine since reactor power uprate.
1/5/1999|MCGUIRE 1|100|
1/5/1999|MCGUIRE 2|100|
1/5/1999|NORTH ANNA 1|100|
1/5/1999|NORTH ANNA 2|100|
1/5/1999|OCONEE 1|100|
1/5/1999|OCONEE 2|100|
1/5/1999|OCONEE 3|100|
1/5/1999|ROBINSON 2|100|
1/5/1999|SAINT LUCIE 1|100|
1/5/1999|SAINT LUCIE 2|100|
1/5/1999|SEQUOYAH 1|100|
1/5/1999|SEQUOYAH 2|100|
1/5/1999|SUMMER 1|100|
1/5/1999|SURRY 1|100|
1/5/1999|SURRY 2|100|
1/5/1999|TURKEY POINT 3|100|
1/5/1999|TURKEY POINT 4|100|
1/5/1999|VOGTLE 1|100|
1/5/1999|VOGTLE 2|100|
1/5/1999|WATTS BAR 1|100|
1/5/1999|BRAIDWOOD 1|100|
1/5/1999|BRAIDWOOD 2|100|
1/5/1999|BYRON 1|100|
1/5/1999|BYRON 2|100|
1/5/1999|CLINTON 1|0|REFUELING OUTAGE
1/5/1999|COOK 1|0|MAINTENANCE OUTAGE
1/5/1999|COOK 2|0|REFUELING OUTAGE
1/5/1999|DAVIS BESSE 1|100|
1/5/1999|DRESDEN 2|99|
1/5/1999|DRESDEN 3|99|
1/5/1999|DUANE ARNOLD 1|100|
1/5/1999|FERMI 2|96|ADMINISTRATIVE POWER LIMIT
1/5/1999|KEWAUNEE 1|95|POWER LIMITED DUE TO STEAM GENERATOR TUBE PLUGGING
1/5/1999|LASALLE 1|100|
1/5/1999|LASALLE 2|0|REFUELING OUTAGE - DEFUELED
1/5/1999|MONTICELLO 1|100|
1/5/1999|PALISADES 1|0|HEATUP IN PROGRESS - EXPECT TO ENTER MODE 4 TODAY - CURRENT COLD LEG TEMP IS
1/5/1999|PERRY 1|98|
1/5/1999|POINT BEACH 1|100|
1/5/1999|POINT BEACH 2|0|REFUELING OUTAGE - DEFUELED
1/5/1999|PRAIRIE ISLAND 1|100|
1/5/1999|PRAIRIE ISLAND 2|60|INCREASING POWER TO 100%
1/5/1999|QUAD CITIES 1|99|
1/5/1999|QUAD CITIES 2|100|
1/5/1999|ARKANSAS NUCLEAR 1|0|Manual Reactor Trip. See event 35199. Design team reviewing intake structu
1/5/1999|ARKANSAS NUCLEAR 2|78|COASTDOWN TO REFUELING OUTAGE
1/5/1999|CALLAWAY 1|100|
1/5/1999|COMANCHE PEAK 1|100|
1/5/1999|COMANCHE PEAK 2|2|EXPECT TO BE ONLINE TODAY
1/5/1999|COOPER 1|100|
1/5/1999|DIABLO CANYON 1|100|
1/5/1999|DIABLO CANYON 2|100|
1/5/1999|FT CALHOUN 1|100|
1/5/1999|GRAND GULF 1|100|
1/5/1999|PALO VERDE 1|100|
1/5/1999|PALO VERDE 2|100|
1/5/1999|PALO VERDE 3|100|
1/5/1999|RIVER BEND 1|96|
1/5/1999|SAN ONOFRE 2|0|REFUELING OUTAGE
1/5/1999|SAN ONOFRE 3|100|
1/5/1999|SOUTH TEXAS 1|100|
1/5/1999|SOUTH TEXAS 2|100|
1/5/1999|WASHINGTON NUCLEAR 2|100|
1/5/1999|WATERFORD 3|100|
1/5/1999|WOLF CREEK 1|100|
1/6/1999|BEAVER VALLEY 1|100|
1/6/1999|BEAVER VALLEY 2|100|
1/6/1999|CALVERT CLIFFS 1|100|
1/6/1999|CALVERT CLIFFS 2|100|
1/6/1999|FITZPATRICK 1|65|LPRM testing
1/6/1999|GINNA 1|100|
1/6/1999|HOPE CREEK 1|100|
1/6/1999|INDIAN POINT 2|100|
1/6/1999|INDIAN POINT 3|100|
1/6/1999|LIMERICK 1|100|
1/6/1999|LIMERICK 2|100|
1/6/1999|MILLSTONE 2|0|REFUELING OUTAGE - LOADING FUEL
1/6/1999|MILLSTONE 3|100|
1/6/1999|NINE MILE POINT 1|100|
1/6/1999|NINE MILE POINT 2|100|
1/6/1999|OYSTER CREEK 1|100|
1/6/1999|PEACH BOTTOM 2|100|
1/6/1999|PEACH BOTTOM 3|100|
1/6/1999|PILGRIM 1|100|
1/6/1999|SALEM 1|100|
1/6/1999|SALEM 2|100|
1/6/1999|SEABROOK 1|100|
1/6/1999|SUSQUEHANNA 1|100|
1/6/1999|SUSQUEHANNA 2|100|
1/6/1999|THREE MILE ISLAND 1|100|
1/6/1999|VERMONT YANKEE 1|72|INCREASING POWER
1/6/1999|BROWNS FERRY 1|0|DEFUELED
1/6/1999|BROWNS FERRY 2|100|
1/6/1999|BROWNS FERRY 3|100|
1/6/1999|BRUNSWICK 1|100|
1/6/1999|BRUNSWICK 2|100|
1/6/1999|CATAWBA 1|100|
1/6/1999|CATAWBA 2|100|
1/6/1999|CRYSTAL RIVER 3|100|
1/6/1999|FARLEY 1|98|
1/6/1999|FARLEY 2|100|
1/6/1999|HARRIS 1|100|
1/6/1999|HATCH 1|100|
1/6/1999|HATCH 2|98|Power is limited by turbine since reactor power uprate.
1/6/1999|MCGUIRE 1|100|
1/6/1999|MCGUIRE 2|100|
1/6/1999|NORTH ANNA 1|100|
1/6/1999|NORTH ANNA 2|100|
1/6/1999|OCONEE 1|100|
1/6/1999|OCONEE 2|100|
1/6/1999|OCONEE 3|100|
1/6/1999|ROBINSON 2|100|
1/6/1999|SAINT LUCIE 1|100|
1/6/1999|SAINT LUCIE 2|100|
1/6/1999|SEQUOYAH 1|100|
1/6/1999|SEQUOYAH 2|100|
1/6/1999|SUMMER 1|100|
1/6/1999|SURRY 1|100|
1/6/1999|SURRY 2|100|
1/6/1999|TURKEY POINT 3|100|
1/6/1999|TURKEY POINT 4|100|
1/6/1999|VOGTLE 1|100|
1/6/1999|VOGTLE 2|100|
1/6/1999|WATTS BAR 1|100|
1/6/1999|BRAIDWOOD 1|100|
1/6/1999|BRAIDWOOD 2|100|
1/6/1999|BYRON 1|100|
